,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
951,1622,54d9400057dcab6f06a3394fb2e6573a6a23acdc54a062b0756a8f6c806a8e05,SPA 3,"

En el ultimo día mis novia y yo tendríamos un cena especial.",En el ultimo día [mis]{mi}<na:sp:det:an> novia y yo tendríamos [un]{una}<ga:fm:det:inan> cena especial.,2,[un]{una}<ga:fm:det:inan>,1,ga:fm:det:inan,una,un,"['En', 'el', 'ultimo', 'día', 'mi', 'novia', 'y', 'yo', 'tendríamos', 'una', 'cena', 'especial', '.']","[9, 23]",ga:fm,"['En', 'el', 'ultimo', 'día', 'mi', 'novia', 'y', 'yo', 'tendríamos', 'un', 'cena', 'especial', '.']",gender agreement
954,1628,11462dd147575ef1bf9620254f7b295372b0ae469fab8ac7eb05edaf00d60ece,SPA 3,Europa seria buena para ir por vacaciones porque hay mucho países que podríamos visitar.,Europa seria [buena]{bueno}<ga:mf:adj:inan> para ir por vacaciones porque hay [mucho]{muchos}<na:ps:det:inan> países que podríamos visitar.,2,[buena]{bueno}<ga:mf:adj:inan>,0,ga:mf:adj:inan,bueno,buena,"['Europa', 'seria', 'bueno', 'para', 'ir', 'por', 'vacaciones', 'porque', 'hay', 'muchos', 'países', 'que', 'podríamos', 'visitar', '.']","[2, 18]",ga:mf,"['Europa', 'seria', 'buena', 'para', 'ir', 'por', 'vacaciones', 'porque', 'hay', 'muchos', 'países', 'que', 'podríamos', 'visitar', '.']",gender agreement
954,1628,11462dd147575ef1bf9620254f7b295372b0ae469fab8ac7eb05edaf00d60ece,SPA 3,Europa seria buena para ir por vacaciones porque hay mucho países que podríamos visitar.,Europa seria [buena]{bueno}<ga:mf:adj:inan> para ir por vacaciones porque hay [mucho]{muchos}<na:ps:det:inan> países que podríamos visitar.,2,[mucho]{muchos}<na:ps:det:inan>,1,na:ps:det:inan,muchos,mucho,"['Europa', 'seria', 'bueno', 'para', 'ir', 'por', 'vacaciones', 'porque', 'hay', 'muchos', 'países', 'que', 'podríamos', 'visitar', '.']","[9, 25]",na:ps,"['Europa', 'seria', 'bueno', 'para', 'ir', 'por', 'vacaciones', 'porque', 'hay', 'mucho', 'países', 'que', 'podríamos', 'visitar', '.']",number agreement
954,1628,e1235bc28b8665a1023e2d43493fb8bcdf6cacce43ea7b655fdb2b0cc0503136,SPA 3,Esto es mi vacación perfecto.,[Esto]{esta}<ga:fm:det:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[Esto]{esta}<ga:fm:det:inan>,0,ga:fm:det:inan,esta,Esto,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[0, 7]",ga:fm,"['Esto', 'es', 'mi', 'vacaciones', 'perfecta', '.']",gender agreement
954,1628,e1235bc28b8665a1023e2d43493fb8bcdf6cacce43ea7b655fdb2b0cc0503136,SPA 3,Esto es mi vacación perfecto.,[Esto]{esta}<ga:fm:det:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[vacación]{vacaciones}<in:s:gat:noun:inan>,1,in:s:gat:noun:inan,vacaciones,vacación,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[3, 10]",in:s:gat:noun,"['esta', 'es', 'mi', 'vacación', 'perfecta', '.']",number agreement
954,1628,e1235bc28b8665a1023e2d43493fb8bcdf6cacce43ea7b655fdb2b0cc0503136,SPA 3,Esto es mi vacación perfecto.,[Esto]{esta}<ga:fm:det:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[perfecto]{perfecta}<ga:fm:adj:inan>,2,ga:fm:adj:inan,perfecta,perfecto,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[4, 11]",ga:fm,"['esta', 'es', 'mi', 'vacaciones', 'perfecto', '.']",gender agreement
955,1630,546a286724280862c3231e7eb87f87e7c720025b37006853113b49f5ea68dd08,SPA 3,"Aunque hay restaurantes de mexicano en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en mexica son más auténtico y rico.","Aunque hay restaurantes de [mexicano]{mexicanos}<na:ps:adj:inan> en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en [mexica]{méxico}<ga:mf:noun:inan> son más [auténtico]{auténtica}<ga:fm:adj:inan> y [rico]{rica}<ga:fm:adj:inan>.",4,[mexicano]{mexicanos}<na:ps:adj:inan>,0,na:ps:adj:inan,mexicanos,mexicano,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rica', '.']","[4, 34]",na:ps,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicano', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rica', '.']",number agreement
955,1630,546a286724280862c3231e7eb87f87e7c720025b37006853113b49f5ea68dd08,SPA 3,"Aunque hay restaurantes de mexicano en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en mexica son más auténtico y rico.","Aunque hay restaurantes de [mexicano]{mexicanos}<na:ps:adj:inan> en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en [mexica]{méxico}<ga:mf:noun:inan> son más [auténtico]{auténtica}<ga:fm:adj:inan> y [rico]{rica}<ga:fm:adj:inan>.",4,[mexica]{méxico}<ga:mf:noun:inan>,1,ga:mf:noun:inan,méxico,mexica,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rica', '.']","[22, 52]",ga:mf,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'mexica', 'son', 'más', 'auténtica', 'y', 'rica', '.']",gender agreement
955,1630,546a286724280862c3231e7eb87f87e7c720025b37006853113b49f5ea68dd08,SPA 3,"Aunque hay restaurantes de mexicano en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en mexica son más auténtico y rico.","Aunque hay restaurantes de [mexicano]{mexicanos}<na:ps:adj:inan> en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en [mexica]{méxico}<ga:mf:noun:inan> son más [auténtico]{auténtica}<ga:fm:adj:inan> y [rico]{rica}<ga:fm:adj:inan>.",4,[auténtico]{auténtica}<ga:fm:adj:inan>,2,ga:fm:adj:inan,auténtica,auténtico,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rica', '.']","[25, 55]",ga:fm,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtico', 'y', 'rica', '.']",gender agreement
955,1630,546a286724280862c3231e7eb87f87e7c720025b37006853113b49f5ea68dd08,SPA 3,"Aunque hay restaurantes de mexicano en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en mexica son más auténtico y rico.","Aunque hay restaurantes de [mexicano]{mexicanos}<na:ps:adj:inan> en la ciudad de Davis, por ejemplo taqueria guadalajara y taqueria davis, la comida en [mexica]{méxico}<ga:mf:noun:inan> son más [auténtico]{auténtica}<ga:fm:adj:inan> y [rico]{rica}<ga:fm:adj:inan>.",4,[rico]{rica}<ga:fm:adj:inan>,3,ga:fm:adj:inan,rica,rico,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rica', '.']","[27, 57]",ga:fm,"['Aunque', 'hay', 'restaurantes', 'de', 'mexicanos', 'en', 'la', 'ciudad', 'de', 'Davis', ',', 'por', 'ejemplo', 'taqueria', 'guadalajara', 'y', 'taqueria', 'davis', ',', 'la', 'comida', 'en', 'méxico', 'son', 'más', 'auténtica', 'y', 'rico', '.']",gender agreement
955,1630,795e80edff97b3ca00946cb13861a76a3b3fb4785832ba2e621e57863cbe3849,SPA 3,Es importante que tengamos todos nuestra vacunas antes de que vayamos a México.,Es importante que tengamos [todos]{todas}<na:ps:det:inan> [nuestra]{nuestras}<na:ps:pron:inan> vacunas antes de que vayamos a México.,2,[todos]{todas}<na:ps:det:inan>,0,na:ps:det:inan,todas,todos,"['Es', 'importante', 'que', 'tengamos', 'todas', 'nuestras', 'vacunas', 'antes', 'de', 'que', 'vayamos', 'a', 'México', '.']","[4, 19]",na:ps,"['Es', 'importante', 'que', 'tengamos', 'todos', 'nuestras', 'vacunas', 'antes', 'de', 'que', 'vayamos', 'a', 'México', '.']",number agreement
955,1630,795e80edff97b3ca00946cb13861a76a3b3fb4785832ba2e621e57863cbe3849,SPA 3,Es importante que tengamos todos nuestra vacunas antes de que vayamos a México.,Es importante que tengamos [todos]{todas}<na:ps:det:inan> [nuestra]{nuestras}<na:ps:pron:inan> vacunas antes de que vayamos a México.,2,[nuestra]{nuestras}<na:ps:pron:inan>,1,na:ps:pron:inan,nuestras,nuestra,"['Es', 'importante', 'que', 'tengamos', 'todas', 'nuestras', 'vacunas', 'antes', 'de', 'que', 'vayamos', 'a', 'México', '.']","[5, 20]",na:ps,"['Es', 'importante', 'que', 'tengamos', 'todas', 'nuestra', 'vacunas', 'antes', 'de', 'que', 'vayamos', 'a', 'México', '.']",number agreement
955,1630,81f042c5718ae0e510b7efe2d84dbd69c56b9efbbcfab06c4250b63635a3416d,SPA 3,Vamos a tener todos nuestra vacunas en caso de que enfermemos durante la vacación.,Vamos a tener [todos]{todas}<na:ps:det:inan> [nuestra]{nuestras}<na:ps:pron:inan> vacunas en caso de que enfermemos durante la [vacación]{vacaciones}<in:s:noun:inan>.,3,[todos]{todas}<na:ps:det:inan>,0,na:ps:det:inan,todas,todos,"['Vamos', 'a', 'tener', 'todas', 'nuestras', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacaciones', '.']","[3, 19]",na:ps,"['Vamos', 'a', 'tener', 'todos', 'nuestras', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacaciones', '.']",number agreement
955,1630,81f042c5718ae0e510b7efe2d84dbd69c56b9efbbcfab06c4250b63635a3416d,SPA 3,Vamos a tener todos nuestra vacunas en caso de que enfermemos durante la vacación.,Vamos a tener [todos]{todas}<na:ps:det:inan> [nuestra]{nuestras}<na:ps:pron:inan> vacunas en caso de que enfermemos durante la [vacación]{vacaciones}<in:s:noun:inan>.,3,[nuestra]{nuestras}<na:ps:pron:inan>,1,na:ps:pron:inan,nuestras,nuestra,"['Vamos', 'a', 'tener', 'todas', 'nuestras', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacaciones', '.']","[4, 20]",na:ps,"['Vamos', 'a', 'tener', 'todas', 'nuestra', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacaciones', '.']",number agreement
955,1630,81f042c5718ae0e510b7efe2d84dbd69c56b9efbbcfab06c4250b63635a3416d,SPA 3,Vamos a tener todos nuestra vacunas en caso de que enfermemos durante la vacación.,Vamos a tener [todos]{todas}<na:ps:det:inan> [nuestra]{nuestras}<na:ps:pron:inan> vacunas en caso de que enfermemos durante la [vacación]{vacaciones}<in:s:noun:inan>.,3,[vacación]{vacaciones}<in:s:noun:inan>,2,in:s:noun:inan,vacaciones,vacación,"['Vamos', 'a', 'tener', 'todas', 'nuestras', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacaciones', '.']","[13, 29]",in:s,"['Vamos', 'a', 'tener', 'todas', 'nuestras', 'vacunas', 'en', 'caso', 'de', 'que', 'enfermemos', 'durante', 'la', 'vacación', '.']",number agreement
955,1630,c302a46b78dd40fc7f27afc89099d89cb510e58a1b5920d9c6cafaec871aa131,SPA 3,México es una país hermosa y lleno de historia.,México es [una]{un}<ga:mf:det:inan> país [hermosa]{hermoso}<ga:mf:adj:inan> y lleno de historia.,2,[una]{un}<ga:mf:det:inan>,0,ga:mf:det:inan,un,una,"['México', 'es', 'un', 'país', 'hermoso', 'y', 'lleno', 'de', 'historia', '.']","[2, 13]",ga:mf,"['México', 'es', 'una', 'país', 'hermoso', 'y', 'lleno', 'de', 'historia', '.']",gender agreement
955,1630,c302a46b78dd40fc7f27afc89099d89cb510e58a1b5920d9c6cafaec871aa131,SPA 3,México es una país hermosa y lleno de historia.,México es [una]{un}<ga:mf:det:inan> país [hermosa]{hermoso}<ga:mf:adj:inan> y lleno de historia.,2,[hermosa]{hermoso}<ga:mf:adj:inan>,1,ga:mf:adj:inan,hermoso,hermosa,"['México', 'es', 'un', 'país', 'hermoso', 'y', 'lleno', 'de', 'historia', '.']","[4, 15]",ga:mf,"['México', 'es', 'un', 'país', 'hermosa', 'y', 'lleno', 'de', 'historia', '.']",gender agreement
960,1638,b3709255cb2e602a08c3b1af4fcd74538c12f5113e9daf7168c13a6477bb055b,SPA 3,"Me gusta la comida be Italia, especialmente el pizza auténtico.","Me gusta la comida be Italia, especialmente [el]{la}<ga:fm:det:inan> pizza [auténtico]{auténtica}<ga:fm:adj:inan>.",2,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['Me', 'gusta', 'la', 'comida', 'be', 'Italia', ',', 'especialmente', 'la', 'pizza', 'auténtica', '.']","[8, 21]",ga:fm,"['Me', 'gusta', 'la', 'comida', 'be', 'Italia', ',', 'especialmente', 'el', 'pizza', 'auténtica', '.']",gender agreement
960,1638,b3709255cb2e602a08c3b1af4fcd74538c12f5113e9daf7168c13a6477bb055b,SPA 3,"Me gusta la comida be Italia, especialmente el pizza auténtico.","Me gusta la comida be Italia, especialmente [el]{la}<ga:fm:det:inan> pizza [auténtico]{auténtica}<ga:fm:adj:inan>.",2,[auténtico]{auténtica}<ga:fm:adj:inan>,1,ga:fm:adj:inan,auténtica,auténtico,"['Me', 'gusta', 'la', 'comida', 'be', 'Italia', ',', 'especialmente', 'la', 'pizza', 'auténtica', '.']","[10, 23]",ga:fm,"['Me', 'gusta', 'la', 'comida', 'be', 'Italia', ',', 'especialmente', 'la', 'pizza', 'auténtico', '.']",gender agreement
961,1641,e4a39f990e9e072d218c9f7ef1d4e7b43eb2c8d57671abb981fbaaee68d3923e,SPA 1,Me gustaría vistitar Francia porque hablo un poquito de Francesa y en Francia puedo practicar mi Francesa.,Me gustaría vistitar Francia porque hablo un poquito de [Francesa]{francés}<ig:f:noun:inan> y en Francia puedo practicar mi [Francesa]{francés}<ig:f:noun:inan>.,2,[Francesa]{francés}<ig:f:noun:inan>,0,ig:f:noun:inan,francés,Francesa,"['Me', 'gustaría', 'vistitar', 'Francia', 'porque', 'hablo', 'un', 'poquito', 'de', 'francés', 'y', 'en', 'Francia', 'puedo', 'practicar', 'mi', 'francés', '.']","[9, 28]",ig:f,"['Me', 'gustaría', 'vistitar', 'Francia', 'porque', 'hablo', 'un', 'poquito', 'de', 'Francesa', 'y', 'en', 'Francia', 'puedo', 'practicar', 'mi', 'francés', '.']",gender agreement
961,1641,e4a39f990e9e072d218c9f7ef1d4e7b43eb2c8d57671abb981fbaaee68d3923e,SPA 1,Me gustaría vistitar Francia porque hablo un poquito de Francesa y en Francia puedo practicar mi Francesa.,Me gustaría vistitar Francia porque hablo un poquito de [Francesa]{francés}<ig:f:noun:inan> y en Francia puedo practicar mi [Francesa]{francés}<ig:f:noun:inan>.,2,[Francesa]{francés}<ig:f:noun:inan>,1,ig:f:noun:inan,francés,Francesa,"['Me', 'gustaría', 'vistitar', 'Francia', 'porque', 'hablo', 'un', 'poquito', 'de', 'francés', 'y', 'en', 'Francia', 'puedo', 'practicar', 'mi', 'francés', '.']","[16, 35]",ig:f,"['Me', 'gustaría', 'vistitar', 'Francia', 'porque', 'hablo', 'un', 'poquito', 'de', 'francés', 'y', 'en', 'Francia', 'puedo', 'practicar', 'mi', 'Francesa', '.']",gender agreement
961,1641,4089a1722b4d7e5c89c7fc303519c44de7b2177ec5f2fca7209cf9b62625467c,SPA 1,Me gustaría mucho pasear el tiempo en Europa con mi esposo y relajarme en las paises lindas!,Me gustaría mucho pasear el tiempo en Europa con mi esposo y relajarme en [las]{los}<ga:mf:det:inan> países [lindas]{lindos}<ga:mf:det:inan>!,2,[las]{los}<ga:mf:det:inan>,0,ga:mf:det:inan,los,las,"['Me', 'gustaría', 'mucho', 'pasear', 'el', 'tiempo', 'en', 'Europa', 'con', 'mi', 'esposo', 'y', 'relajarme', 'en', 'los', 'países', 'lindos', '!']","[14, 33]",ga:mf,"['Me', 'gustaría', 'mucho', 'pasear', 'el', 'tiempo', 'en', 'Europa', 'con', 'mi', 'esposo', 'y', 'relajarme', 'en', 'las', 'países', 'lindos', '!']",gender agreement
961,1641,4089a1722b4d7e5c89c7fc303519c44de7b2177ec5f2fca7209cf9b62625467c,SPA 1,Me gustaría mucho pasear el tiempo en Europa con mi esposo y relajarme en las paises lindas!,Me gustaría mucho pasear el tiempo en Europa con mi esposo y relajarme en [las]{los}<ga:mf:det:inan> países [lindas]{lindos}<ga:mf:det:inan>!,2,[lindas]{lindos}<ga:mf:det:inan>,1,ga:mf:det:inan,lindos,lindas,"['Me', 'gustaría', 'mucho', 'pasear', 'el', 'tiempo', 'en', 'Europa', 'con', 'mi', 'esposo', 'y', 'relajarme', 'en', 'los', 'países', 'lindos', '!']","[16, 35]",ga:mf,"['Me', 'gustaría', 'mucho', 'pasear', 'el', 'tiempo', 'en', 'Europa', 'con', 'mi', 'esposo', 'y', 'relajarme', 'en', 'los', 'países', 'lindas', '!']",gender agreement
964,1647,aa6df6279c7b418bf2d588e71a0f0ede43e74233ef142e936e157762f1b5ea3e,SPA 3,"Me gusta ir a la playa, por esta razón pienso que el Cribe sea un lugar perfecto para mi vacación perfecto.","Me gusta ir a la playa, por esta razón pienso que el Cribe sea un lugar perfecto para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.",2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Me', 'gusta', 'ir', 'a', 'la', 'playa', ',', 'por', 'esta', 'razón', 'pienso', 'que', 'el', 'Cribe', 'sea', 'un', 'lugar', 'perfecto', 'para', 'mi', 'vacaciones', 'perfecta', '.']","[20, 44]",in:s,"['Me', 'gusta', 'ir', 'a', 'la', 'playa', ',', 'por', 'esta', 'razón', 'pienso', 'que', 'el', 'Cribe', 'sea', 'un', 'lugar', 'perfecto', 'para', 'mi', 'vacación', 'perfecta', '.']",number agreement
964,1647,aa6df6279c7b418bf2d588e71a0f0ede43e74233ef142e936e157762f1b5ea3e,SPA 3,"Me gusta ir a la playa, por esta razón pienso que el Cribe sea un lugar perfecto para mi vacación perfecto.","Me gusta ir a la playa, por esta razón pienso que el Cribe sea un lugar perfecto para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.",2,[perfecto]{perfecta}<ga:fm:adj:inan>,1,ga:fm:adj:inan,perfecta,perfecto,"['Me', 'gusta', 'ir', 'a', 'la', 'playa', ',', 'por', 'esta', 'razón', 'pienso', 'que', 'el', 'Cribe', 'sea', 'un', 'lugar', 'perfecto', 'para', 'mi', 'vacaciones', 'perfecta', '.']","[21, 45]",ga:fm,"['Me', 'gusta', 'ir', 'a', 'la', 'playa', ',', 'por', 'esta', 'razón', 'pienso', 'que', 'el', 'Cribe', 'sea', 'un', 'lugar', 'perfecto', 'para', 'mi', 'vacaciones', 'perfecto', '.']",gender agreement
964,1647,e0f57875494fe956ae295d7a4a3e2b866ec684ab35e9390c2f8efeb54681b1fd,SPA 3,"Para mi vacación perfecto, necesito que viva en un gran hotel con muchas facilidades.","Para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>, necesito que viva en un gran hotel con muchas facilidades.",2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Para', 'mi', 'vacaciones', 'perfecta', ',', 'necesito', 'que', 'viva', 'en', 'un', 'gran', 'hotel', 'con', 'muchas', 'facilidades', '.']","[2, 19]",in:s,"['Para', 'mi', 'vacación', 'perfecta', ',', 'necesito', 'que', 'viva', 'en', 'un', 'gran', 'hotel', 'con', 'muchas', 'facilidades', '.']",number agreement
964,1647,e0f57875494fe956ae295d7a4a3e2b866ec684ab35e9390c2f8efeb54681b1fd,SPA 3,"Para mi vacación perfecto, necesito que viva en un gran hotel con muchas facilidades.","Para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>, necesito que viva en un gran hotel con muchas facilidades.",2,[perfecto]{perfecta}<ga:fm:adj:inan>,1,ga:fm:adj:inan,perfecta,perfecto,"['Para', 'mi', 'vacaciones', 'perfecta', ',', 'necesito', 'que', 'viva', 'en', 'un', 'gran', 'hotel', 'con', 'muchas', 'facilidades', '.']","[3, 20]",ga:fm,"['Para', 'mi', 'vacaciones', 'perfecto', ',', 'necesito', 'que', 'viva', 'en', 'un', 'gran', 'hotel', 'con', 'muchas', 'facilidades', '.']",gender agreement
964,1647,f43a0c058668c23a4775075f6a52730cf2edf23ddd85cdcaabc64f6082bf3070,SPA 3,La vacación es más divertido con mucha gente.,La [vacación]{vacaciones}<in:s:noun:inan> es más [divertido]{divertida}<ga:fm:adj:inan> con mucha gente.,2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['La', 'vacaciones', 'es', 'más', 'divertida', 'con', 'mucha', 'gente', '.']","[1, 11]",in:s,"['La', 'vacación', 'es', 'más', 'divertida', 'con', 'mucha', 'gente', '.']",number agreement
964,1647,f43a0c058668c23a4775075f6a52730cf2edf23ddd85cdcaabc64f6082bf3070,SPA 3,La vacación es más divertido con mucha gente.,La [vacación]{vacaciones}<in:s:noun:inan> es más [divertido]{divertida}<ga:fm:adj:inan> con mucha gente.,2,[divertido]{divertida}<ga:fm:adj:inan>,1,ga:fm:adj:inan,divertida,divertido,"['La', 'vacaciones', 'es', 'más', 'divertida', 'con', 'mucha', 'gente', '.']","[4, 14]",ga:fm,"['La', 'vacaciones', 'es', 'más', 'divertido', 'con', 'mucha', 'gente', '.']",gender agreement
964,1647,a5e6f58174779c64fa6128272b991aa621b28ee74f0d7f6063c35577bcefc758,SPA 3,Para mi vacación perfecto me encontró Rihanna y pasar tiempo con ella.,Para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> me encontró Rihanna y pasar tiempo con ella.,2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Para', 'mi', 'vacaciones', 'perfecta', 'me', 'encontró', 'Rihanna', 'y', 'pasar', 'tiempo', 'con', 'ella', '.']","[2, 16]",in:s,"['Para', 'mi', 'vacación', 'perfecta', 'me', 'encontró', 'Rihanna', 'y', 'pasar', 'tiempo', 'con', 'ella', '.']",number agreement
964,1647,a5e6f58174779c64fa6128272b991aa621b28ee74f0d7f6063c35577bcefc758,SPA 3,Para mi vacación perfecto me encontró Rihanna y pasar tiempo con ella.,Para mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> me encontró Rihanna y pasar tiempo con ella.,2,[perfecto]{perfecta}<ga:fm:adj:inan>,1,ga:fm:adj:inan,perfecta,perfecto,"['Para', 'mi', 'vacaciones', 'perfecta', 'me', 'encontró', 'Rihanna', 'y', 'pasar', 'tiempo', 'con', 'ella', '.']","[3, 17]",ga:fm,"['Para', 'mi', 'vacaciones', 'perfecto', 'me', 'encontró', 'Rihanna', 'y', 'pasar', 'tiempo', 'con', 'ella', '.']",gender agreement
965,1649,d7c82747f030f6463f380f9167086e0731e4594f3901c758afb8c3ac4edc07c3,SPA 3,Las vacaciones perfecto para mí es uno con muchas playas como Maldives.,Las vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> para mí es [uno]{una}<ga:fm:det:inan> con muchas playas como Maldives.,2,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['Las', 'vacaciones', 'perfectas', 'para', 'mí', 'es', 'una', 'con', 'muchas', 'playas', 'como', 'Maldives', '.']","[2, 16]",ga:na:fm:ps,"['Las', 'vacaciones', 'perfecto', 'para', 'mí', 'es', 'una', 'con', 'muchas', 'playas', 'como', 'Maldives', '.']",gender and number agreement
965,1649,d7c82747f030f6463f380f9167086e0731e4594f3901c758afb8c3ac4edc07c3,SPA 3,Las vacaciones perfecto para mí es uno con muchas playas como Maldives.,Las vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> para mí es [uno]{una}<ga:fm:det:inan> con muchas playas como Maldives.,2,[uno]{una}<ga:fm:det:inan>,1,ga:fm:det:inan,una,uno,"['Las', 'vacaciones', 'perfectas', 'para', 'mí', 'es', 'una', 'con', 'muchas', 'playas', 'como', 'Maldives', '.']","[6, 20]",ga:fm,"['Las', 'vacaciones', 'perfectas', 'para', 'mí', 'es', 'uno', 'con', 'muchas', 'playas', 'como', 'Maldives', '.']",gender agreement
965,1649,6e4dde815dbcb29c116b691cac4af310c99590931ce0023c60c4d630d3d14ce5,SPA 3,Yo he conocido mis amigo de escuela secondaría por siete años y ellos son my familía segundo.,Yo he conocido mis [amigo]{amigos}<na:ps:noun:an> de escuela secondaría por siete años y ellos son my familía [segundo]{segunda}<ga:fm:det:an>.,2,[amigo]{amigos}<na:ps:noun:an>,0,na:ps:noun:an,amigos,amigo,"['Yo', 'he', 'conocido', 'mis', 'amigos', 'de', 'escuela', 'secondaría', 'por', 'siete', 'años', 'y', 'ellos', 'son', 'my', 'familía', 'segunda', '.']","[4, 23]",na:ps,"['Yo', 'he', 'conocido', 'mis', 'amigo', 'de', 'escuela', 'secondaría', 'por', 'siete', 'años', 'y', 'ellos', 'son', 'my', 'familía', 'segunda', '.']",number agreement
