,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence
924,906,d1347dbed7d2cba865511cb8ebc9e5aecbfacca44960892c9b73d1d3207f2c40,SPA 1,Especialmente durante el Navidad o durante el invierno porque Disneyland es muy bonito durante el Navidad.,Especialmente durante [el]{la}<ga:fm:det:inan> Navidad o durante el invierno porque Disneyland es muy bonito durante [el]{la}<ga:fm:det:inan> Navidad.,[el]{la}<ga:fm:det:inan>,ga:fm:det:inan,la,el,"['Especialmente', 'durante', 'la', 'Navidad', 'o', 'durante', 'el', 'invierno', 'porque', 'Disneyland', 'es', 'muy', 'bonito', 'durante', 'la', 'Navidad', '.']","['Especialmente', 'durante', 'la', 'Navidad', 'o', 'durante', 'el', 'invierno', 'porque', 'Disneyland', 'es', 'muy', 'bonito', 'durante', 'el', 'Navidad', '.']","[14, 32]",gender agreement,"[3, 4, 5, 21, 22, 23]",Especialmente durante la Navidad o durante el invierno porque Disneyland es muy bonito durante la Navidad.,Especialmente durante la Navidad o durante el invierno porque Disneyland es muy bonito durante el Navidad.
925,906,dc8f0ec00bbe26c409242aaddeac1d232d9fa938d7d96f957bd7b076d43358cd,SPA 1,"En Japon, quiero mi novio y yo muchos buenos comidas.","En Japon, quiero mi novio y yo [muchos]{muchas}<ga:fm:det:inan> [buenos]{buenas}<ga:fm:det:inan> comidas.",[muchos]{muchas}<ga:fm:det:inan>,ga:fm:det:inan,muchas,muchos,"['En', 'Japon', ',', 'quiero', 'mi', 'novio', 'y', 'yo', 'muchas', 'buenas', 'comidas', '.']","['En', 'Japon', ',', 'quiero', 'mi', 'novio', 'y', 'yo', 'muchos', 'buenas', 'comidas', '.']","[8, 21]",gender agreement,"[6, 7, 9, 19, 20, 22]","En Japon, quiero mi novio y yo muchas buenas comidas.","En Japon, quiero mi novio y yo muchos buenas comidas."
926,906,dc8f0ec00bbe26c409242aaddeac1d232d9fa938d7d96f957bd7b076d43358cd,SPA 1,"En Japon, quiero mi novio y yo muchos buenos comidas.","En Japon, quiero mi novio y yo [muchos]{muchas}<ga:fm:det:inan> [buenos]{buenas}<ga:fm:det:inan> comidas.",[buenos]{buenas}<ga:fm:det:inan>,ga:fm:det:inan,buenas,buenos,"['En', 'Japon', ',', 'quiero', 'mi', 'novio', 'y', 'yo', 'muchas', 'buenas', 'comidas', '.']","['En', 'Japon', ',', 'quiero', 'mi', 'novio', 'y', 'yo', 'muchas', 'buenos', 'comidas', '.']","[9, 22]",gender agreement,"[11, 12, 24, 25]","En Japon, quiero mi novio y yo muchas buenas comidas.","En Japon, quiero mi novio y yo muchas buenos comidas."
927,906,82ac13ff4a24d9b022d92152fe5a25915fed6ac281fe6138bc4f8dbcbb4f0b7a,SPA 1,"Me encanta todos el japonesa comidas, especialmente sushi y ramen.","Me encanta [todos]{toda}<ga:na:fm:sp:det:inan> [el]{la}<ga:fm:det:inan> japonesa [comidas]{comida}<na:sp:noun:inan>, especialmente sushi y ramen.",[todos]{toda}<ga:na:fm:sp:det:inan>,ga:na:fm:sp:det:inan,toda,todos,"['Me', 'encanta', 'toda', 'la', 'japonesa', 'comida', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","['Me', 'encanta', 'todos', 'la', 'japonesa', 'comida', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","[2, 15]",gender and number agreement,"[3, 4, 5, 16, 17, 18]","Me encanta toda la japonesa comida, especialmente sushi y ramen.","Me encanta todos la japonesa comida, especialmente sushi y ramen."
928,906,82ac13ff4a24d9b022d92152fe5a25915fed6ac281fe6138bc4f8dbcbb4f0b7a,SPA 1,"Me encanta todos el japonesa comidas, especialmente sushi y ramen.","Me encanta [todos]{toda}<ga:na:fm:sp:det:inan> [el]{la}<ga:fm:det:inan> japonesa [comidas]{comida}<na:sp:noun:inan>, especialmente sushi y ramen.",[el]{la}<ga:fm:det:inan>,ga:fm:det:inan,la,el,"['Me', 'encanta', 'toda', 'la', 'japonesa', 'comida', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","['Me', 'encanta', 'toda', 'el', 'japonesa', 'comida', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","[3, 16]",gender agreement,"[2, 4, 15, 17]","Me encanta toda la japonesa comida, especialmente sushi y ramen.","Me encanta toda el japonesa comida, especialmente sushi y ramen."
929,906,82ac13ff4a24d9b022d92152fe5a25915fed6ac281fe6138bc4f8dbcbb4f0b7a,SPA 1,"Me encanta todos el japonesa comidas, especialmente sushi y ramen.","Me encanta [todos]{toda}<ga:na:fm:sp:det:inan> [el]{la}<ga:fm:det:inan> japonesa [comidas]{comida}<na:sp:noun:inan>, especialmente sushi y ramen.",[comidas]{comida}<na:sp:noun:inan>,na:sp:noun:inan,comida,comidas,"['Me', 'encanta', 'toda', 'la', 'japonesa', 'comida', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","['Me', 'encanta', 'toda', 'la', 'japonesa', 'comidas', ',', 'especialmente', 'sushi', 'y', 'ramen', '.']","[5, 18]",number agreement,"[3, 4, 16, 17]","Me encanta toda la japonesa comida, especialmente sushi y ramen.","Me encanta toda la japonesa comidas, especialmente sushi y ramen."
930,906,5b931119c07460c3d5f0bcfd8e25138235d502dd2ebd5e03df4ddc81dc820ce7,SPA 1,Mi novio tambien encanta el japonesa comidas y sushi y ramen.,Mi novio tambien encanta [el]{la}<ga:fm:det:inan> japonesa [comidas]{comida}<na:sp:noun:inan> y sushi y ramen.,[el]{la}<ga:fm:det:inan>,ga:fm:det:inan,la,el,"['Mi', 'novio', 'tambien', 'encanta', 'la', 'japonesa', 'comida', 'y', 'sushi', 'y', 'ramen', '.']","['Mi', 'novio', 'tambien', 'encanta', 'el', 'japonesa', 'comida', 'y', 'sushi', 'y', 'ramen', '.']","[4, 17]",gender agreement,"[5, 18]",Mi novio tambien encanta la japonesa comida y sushi y ramen.,Mi novio tambien encanta el japonesa comida y sushi y ramen.
931,906,5b931119c07460c3d5f0bcfd8e25138235d502dd2ebd5e03df4ddc81dc820ce7,SPA 1,Mi novio tambien encanta el japonesa comidas y sushi y ramen.,Mi novio tambien encanta [el]{la}<ga:fm:det:inan> japonesa [comidas]{comida}<na:sp:noun:inan> y sushi y ramen.,[comidas]{comida}<na:sp:noun:inan>,na:sp:noun:inan,comida,comidas,"['Mi', 'novio', 'tambien', 'encanta', 'la', 'japonesa', 'comida', 'y', 'sushi', 'y', 'ramen', '.']","['Mi', 'novio', 'tambien', 'encanta', 'la', 'japonesa', 'comidas', 'y', 'sushi', 'y', 'ramen', '.']","[6, 19]",number agreement,"[7, 8, 20, 21]",Mi novio tambien encanta la japonesa comida y sushi y ramen.,Mi novio tambien encanta la japonesa comidas y sushi y ramen.
932,906,c04b3cced83a8498963dc2fd8ebd451d6128e8b4bcafd5982ccee51f5f897c3f,SPA 1,Queiro mi novio yo vamos turismo en la ciudades y el campos de Japon porque todos Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en [la]{las}<na:ps:det:inan> ciudades y [el]{los}<na:ps:det:inan> campos de Japon porque [todos]{todo}<na:sp:det:inan> Japon es muy bonito y hermoso y exotico.,[la]{las}<na:ps:det:inan>,na:ps:det:inan,las,la,"['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'las', 'ciudades', 'y', 'los', 'campos', 'de', 'Japon', 'porque', 'todo', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'la', 'ciudades', 'y', 'los', 'campos', 'de', 'Japon', 'porque', 'todo', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","[7, 33]",number agreement,"[8, 9, 34, 35]",Queiro mi novio yo vamos turismo en las ciudades y los campos de Japon porque todo Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en la ciudades y los campos de Japon porque todo Japon es muy bonito y hermoso y exotico.
933,906,c04b3cced83a8498963dc2fd8ebd451d6128e8b4bcafd5982ccee51f5f897c3f,SPA 1,Queiro mi novio yo vamos turismo en la ciudades y el campos de Japon porque todos Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en [la]{las}<na:ps:det:inan> ciudades y [el]{los}<na:ps:det:inan> campos de Japon porque [todos]{todo}<na:sp:det:inan> Japon es muy bonito y hermoso y exotico.,[el]{los}<na:ps:det:inan>,na:ps:det:inan,los,el,"['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'las', 'ciudades', 'y', 'los', 'campos', 'de', 'Japon', 'porque', 'todo', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'las', 'ciudades', 'y', 'el', 'campos', 'de', 'Japon', 'porque', 'todo', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","[10, 36]",number agreement,"[15, 16, 41, 42]",Queiro mi novio yo vamos turismo en las ciudades y los campos de Japon porque todo Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en las ciudades y el campos de Japon porque todo Japon es muy bonito y hermoso y exotico.
934,906,c04b3cced83a8498963dc2fd8ebd451d6128e8b4bcafd5982ccee51f5f897c3f,SPA 1,Queiro mi novio yo vamos turismo en la ciudades y el campos de Japon porque todos Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en [la]{las}<na:ps:det:inan> ciudades y [el]{los}<na:ps:det:inan> campos de Japon porque [todos]{todo}<na:sp:det:inan> Japon es muy bonito y hermoso y exotico.,[todos]{todo}<na:sp:det:inan>,na:sp:det:inan,todo,todos,"['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'las', 'ciudades', 'y', 'los', 'campos', 'de', 'Japon', 'porque', 'todo', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","['Queiro', 'mi', 'novio', 'yo', 'vamos', 'turismo', 'en', 'las', 'ciudades', 'y', 'los', 'campos', 'de', 'Japon', 'porque', 'todos', 'Japon', 'es', 'muy', 'bonito', 'y', 'hermoso', 'y', 'exotico', '.']","[15, 41]",number agreement,"[18, 44]",Queiro mi novio yo vamos turismo en las ciudades y los campos de Japon porque todo Japon es muy bonito y hermoso y exotico.,Queiro mi novio yo vamos turismo en las ciudades y los campos de Japon porque todos Japon es muy bonito y hermoso y exotico.
935,906,52d8b6c678429ff6093af10e366e06c6ef90c832e33e7498e4851ff1d3573fff,SPA 1,Me gusta Japon porque el japonesas gentes son muy sympaticos y muy educados.,Me gusta Japon porque [el]{las}<ga:na:fm:ps:det:an> japonesas [gentes]{gente}<in:p:noun:an> son muy [sympaticos]{simpáticas}<ga:fm:adj:an> y muy [educados]{educadas}<ga:fm:adj:an>.,[el]{las}<ga:na:fm:ps:det:an>,ga:na:fm:ps:det:an,las,el,"['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","['Me', 'gusta', 'Japon', 'porque', 'el', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","[4, 19]",gender and number agreement,"[5, 20]",Me gusta Japon porque las japonesas gente son muy simpáticas y muy educadas.,Me gusta Japon porque el japonesas gente son muy simpáticas y muy educadas.
936,906,52d8b6c678429ff6093af10e366e06c6ef90c832e33e7498e4851ff1d3573fff,SPA 1,Me gusta Japon porque el japonesas gentes son muy sympaticos y muy educados.,Me gusta Japon porque [el]{las}<ga:na:fm:ps:det:an> japonesas [gentes]{gente}<in:p:noun:an> son muy [sympaticos]{simpáticas}<ga:fm:adj:an> y muy [educados]{educadas}<ga:fm:adj:an>.,[gentes]{gente}<in:p:noun:an>,in:p:noun:an,gente,gentes,"['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gentes', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","[6, 21]",number agreement,"[4, 5, 19, 20]",Me gusta Japon porque las japonesas gente son muy simpáticas y muy educadas.,Me gusta Japon porque las japonesas gentes son muy simpáticas y muy educadas.
937,906,52d8b6c678429ff6093af10e366e06c6ef90c832e33e7498e4851ff1d3573fff,SPA 1,Me gusta Japon porque el japonesas gentes son muy sympaticos y muy educados.,Me gusta Japon porque [el]{las}<ga:na:fm:ps:det:an> japonesas [gentes]{gente}<in:p:noun:an> son muy [sympaticos]{simpáticas}<ga:fm:adj:an> y muy [educados]{educadas}<ga:fm:adj:an>.,[sympaticos]{simpáticas}<ga:fm:adj:an>,ga:fm:adj:an,simpáticas,sympaticos,"['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'sympaticos', 'y', 'muy', 'educadas', '.']","[9, 24]",gender agreement,"[3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23]",Me gusta Japon porque las japonesas gente son muy simpáticas y muy educadas.,Me gusta Japon porque las japonesas gente son muy sympaticos y muy educadas.
938,906,52d8b6c678429ff6093af10e366e06c6ef90c832e33e7498e4851ff1d3573fff,SPA 1,Me gusta Japon porque el japonesas gentes son muy sympaticos y muy educados.,Me gusta Japon porque [el]{las}<ga:na:fm:ps:det:an> japonesas [gentes]{gente}<in:p:noun:an> son muy [sympaticos]{simpáticas}<ga:fm:adj:an> y muy [educados]{educadas}<ga:fm:adj:an>.,[educados]{educadas}<ga:fm:adj:an>,ga:fm:adj:an,educadas,educados,"['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educadas', '.']","['Me', 'gusta', 'Japon', 'porque', 'las', 'japonesas', 'gente', 'son', 'muy', 'simpáticas', 'y', 'muy', 'educados', '.']","[12, 27]",gender agreement,"[5, 6, 7, 9, 11, 20, 21, 22, 24, 26]",Me gusta Japon porque las japonesas gente son muy simpáticas y muy educadas.,Me gusta Japon porque las japonesas gente son muy simpáticas y muy educados.
939,906,25274cc49e8134e928fca7abfffbf31da34a63e3fbbb02f0e18a164adb91f84d,SPA 1,"Japon tambien tiene muchos actividades divertidos, tan Japon es muy diversion.","Japon tambien tiene [muchos]{muchas}<ga:fm:det:inan> actividades [divertidos]{divertidas}<ga:fm:adj:inan>, tan Japon es muy diversion.",[muchos]{muchas}<ga:fm:det:inan>,ga:fm:det:inan,muchas,muchos,"['Japon', 'tambien', 'tiene', 'muchas', 'actividades', 'divertidas', ',', 'tan', 'Japon', 'es', 'muy', 'diversion', '.']","['Japon', 'tambien', 'tiene', 'muchos', 'actividades', 'divertidas', ',', 'tan', 'Japon', 'es', 'muy', 'diversion', '.']","[3, 17]",gender agreement,"[2, 4, 16, 18]","Japon tambien tiene muchas actividades divertidas, tan Japon es muy diversion.","Japon tambien tiene muchos actividades divertidas, tan Japon es muy diversion."
940,906,25274cc49e8134e928fca7abfffbf31da34a63e3fbbb02f0e18a164adb91f84d,SPA 1,"Japon tambien tiene muchos actividades divertidos, tan Japon es muy diversion.","Japon tambien tiene [muchos]{muchas}<ga:fm:det:inan> actividades [divertidos]{divertidas}<ga:fm:adj:inan>, tan Japon es muy diversion.",[divertidos]{divertidas}<ga:fm:adj:inan>,ga:fm:adj:inan,divertidas,divertidos,"['Japon', 'tambien', 'tiene', 'muchas', 'actividades', 'divertidas', ',', 'tan', 'Japon', 'es', 'muy', 'diversion', '.']","['Japon', 'tambien', 'tiene', 'muchas', 'actividades', 'divertidos', ',', 'tan', 'Japon', 'es', 'muy', 'diversion', '.']","[5, 19]",gender agreement,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]","Japon tambien tiene muchas actividades divertidas, tan Japon es muy diversion.","Japon tambien tiene muchas actividades divertidos, tan Japon es muy diversion."
941,907,7d999bade8db1409bf1156cce5977ed42dd2c3624bff296f93224a7bcb88a0c6,SPA 3,"Mi vacaciones perfecto, es un vacaciones de Europa con mis amigos.","[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan>, es [un]{unas}<ga:na:fm:ps:det:inan> vacaciones de Europa con mis amigos.",[Mi]{mis}<na:ps:det:inan>,na:ps:det:inan,mis,Mi,"['mis', 'vacaciones', 'perfectas', ',', 'es', 'unas', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","['Mi', 'vacaciones', 'perfectas', ',', 'es', 'unas', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","[0, 14]",number agreement,"[1, 15]","mis vacaciones perfectas, es unas vacaciones de Europa con mis amigos.","Mi vacaciones perfectas, es unas vacaciones de Europa con mis amigos."
942,907,7d999bade8db1409bf1156cce5977ed42dd2c3624bff296f93224a7bcb88a0c6,SPA 3,"Mi vacaciones perfecto, es un vacaciones de Europa con mis amigos.","[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan>, es [un]{unas}<ga:na:fm:ps:det:inan> vacaciones de Europa con mis amigos.",[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['mis', 'vacaciones', 'perfectas', ',', 'es', 'unas', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","['mis', 'vacaciones', 'perfecto', ',', 'es', 'unas', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","[2, 16]",gender and number agreement,"[1, 15]","mis vacaciones perfectas, es unas vacaciones de Europa con mis amigos.","mis vacaciones perfecto, es unas vacaciones de Europa con mis amigos."
943,907,7d999bade8db1409bf1156cce5977ed42dd2c3624bff296f93224a7bcb88a0c6,SPA 3,"Mi vacaciones perfecto, es un vacaciones de Europa con mis amigos.","[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan>, es [un]{unas}<ga:na:fm:ps:det:inan> vacaciones de Europa con mis amigos.",[un]{unas}<ga:na:fm:ps:det:inan>,ga:na:fm:ps:det:inan,unas,un,"['mis', 'vacaciones', 'perfectas', ',', 'es', 'unas', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","['mis', 'vacaciones', 'perfectas', ',', 'es', 'un', 'vacaciones', 'de', 'Europa', 'con', 'mis', 'amigos', '.']","[5, 19]",gender and number agreement,"[4, 6, 18, 20]","mis vacaciones perfectas, es unas vacaciones de Europa con mis amigos.","mis vacaciones perfectas, es un vacaciones de Europa con mis amigos."
944,911,56fb567e6f9bc7d1998fe763ef8e49b7ece5a638f9b7c99827f88df6296148f1,SPA 3,"Después que termine de divertirme en la playa me gustar ir a la Rambla y ver toda la atracción turístico, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver [toda]{todas}<na:ps:det:inan> [la]{las}<na:ps:det:inan> [atracción]{atracciones}<na:ps:noun:inan> [turístico]{turísticas}<ga:na:fm:ps:adj:inan>, como el mercado de la comida.",[toda]{todas}<na:ps:det:inan>,na:ps:det:inan,todas,toda,"['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'toda', 'las', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","[16, 45]",number agreement,"[21, 22, 23, 50, 51, 52]","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracciones turísticas, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver toda las atracciones turísticas, como el mercado de la comida."
945,911,56fb567e6f9bc7d1998fe763ef8e49b7ece5a638f9b7c99827f88df6296148f1,SPA 3,"Después que termine de divertirme en la playa me gustar ir a la Rambla y ver toda la atracción turístico, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver [toda]{todas}<na:ps:det:inan> [la]{las}<na:ps:det:inan> [atracción]{atracciones}<na:ps:noun:inan> [turístico]{turísticas}<ga:na:fm:ps:adj:inan>, como el mercado de la comida.",[la]{las}<na:ps:det:inan>,na:ps:det:inan,las,la,"['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'la', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","[17, 46]",number agreement,"[22, 23, 24, 51, 52, 53]","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracciones turísticas, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas la atracciones turísticas, como el mercado de la comida."
946,911,56fb567e6f9bc7d1998fe763ef8e49b7ece5a638f9b7c99827f88df6296148f1,SPA 3,"Después que termine de divertirme en la playa me gustar ir a la Rambla y ver toda la atracción turístico, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver [toda]{todas}<na:ps:det:inan> [la]{las}<na:ps:det:inan> [atracción]{atracciones}<na:ps:noun:inan> [turístico]{turísticas}<ga:na:fm:ps:adj:inan>, como el mercado de la comida.",[atracción]{atracciones}<na:ps:noun:inan>,na:ps:noun:inan,atracciones,atracción,"['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracción', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","[18, 47]",number agreement,"[24, 25, 53, 54]","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracciones turísticas, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracción turísticas, como el mercado de la comida."
947,911,56fb567e6f9bc7d1998fe763ef8e49b7ece5a638f9b7c99827f88df6296148f1,SPA 3,"Después que termine de divertirme en la playa me gustar ir a la Rambla y ver toda la atracción turístico, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver [toda]{todas}<na:ps:det:inan> [la]{las}<na:ps:det:inan> [atracción]{atracciones}<na:ps:noun:inan> [turístico]{turísticas}<ga:na:fm:ps:adj:inan>, como el mercado de la comida.",[turístico]{turísticas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,turísticas,turístico,"['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracciones', 'turísticas', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","['Después', 'que', 'termine', 'de', 'divertirme', 'en', 'la', 'playa', 'me', 'gustar', 'ir', 'a', 'la', 'Rambla', 'y', 'ver', 'todas', 'las', 'atracciones', 'turístico', ',', 'como', 'el', 'mercado', 'de', 'la', 'comida', '.']","[19, 48]",gender and number agreement,"[23, 24, 25, 26, 52, 53, 54, 55]","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracciones turísticas, como el mercado de la comida.","Después que termine de divertirme en la playa me gustar ir a la Rambla y ver todas las atracciones turístico, como el mercado de la comida."
948,911,7cfd03b2f827975b5e0303c3b43ec0aa0b0b2fd42e8e52cd55fb533f144cdee3,SPA 3,A continuación me gustaría visitar el Vaticano un ver toda las obra de arte famos.,A continuación me gustaría visitar el Vaticano un ver [toda]{todas}<na:ps:det:inan> las [obra]{obras}<na:ps:noun:inan> de arte famos.,[toda]{todas}<na:ps:det:inan>,na:ps:det:inan,todas,toda,"['A', 'continuación', 'me', 'gustaría', 'visitar', 'el', 'Vaticano', 'un', 'ver', 'todas', 'las', 'obras', 'de', 'arte', 'famos', '.']","['A', 'continuación', 'me', 'gustaría', 'visitar', 'el', 'Vaticano', 'un', 'ver', 'toda', 'las', 'obras', 'de', 'arte', 'famos', '.']","[9, 26]",number agreement,"[7, 8, 24, 25]",A continuación me gustaría visitar el Vaticano un ver todas las obras de arte famos.,A continuación me gustaría visitar el Vaticano un ver toda las obras de arte famos.
949,911,7cfd03b2f827975b5e0303c3b43ec0aa0b0b2fd42e8e52cd55fb533f144cdee3,SPA 3,A continuación me gustaría visitar el Vaticano un ver toda las obra de arte famos.,A continuación me gustaría visitar el Vaticano un ver [toda]{todas}<na:ps:det:inan> las [obra]{obras}<na:ps:noun:inan> de arte famos.,[obra]{obras}<na:ps:noun:inan>,na:ps:noun:inan,obras,obra,"['A', 'continuación', 'me', 'gustaría', 'visitar', 'el', 'Vaticano', 'un', 'ver', 'todas', 'las', 'obras', 'de', 'arte', 'famos', '.']","['A', 'continuación', 'me', 'gustaría', 'visitar', 'el', 'Vaticano', 'un', 'ver', 'todas', 'las', 'obra', 'de', 'arte', 'famos', '.']","[11, 28]",number agreement,"[12, 13, 29, 30]",A continuación me gustaría visitar el Vaticano un ver todas las obras de arte famos.,A continuación me gustaría visitar el Vaticano un ver todas las obra de arte famos.
950,918,1ca520db783cf46bc4f56794d499d103a3f04142903e9fe1f22d5efea395af98,SPA 1,Entonces quiero hornearlos y comerlos con mantequilla.,Entonces quiero [hornearlos]{hornearlas}<ga:fm:pron:inan> y [comerlos]{comerlas}<ga:fm:pron:inan> con mantequilla.,[hornearlos]{hornearlas}<ga:fm:pron:inan>,ga:fm:pron:inan,hornearlas,hornearlos,"['Entonces', 'quiero', 'hornearlas', 'y', 'comerlas', 'con', 'mantequilla', '.']","['Entonces', 'quiero', 'hornearlos', 'y', 'comerlas', 'con', 'mantequilla', '.']","[2, 11]",gender agreement,"[4, 13]",Entonces quiero hornearlas y comerlas con mantequilla.,Entonces quiero hornearlos y comerlas con mantequilla.
951,918,1ca520db783cf46bc4f56794d499d103a3f04142903e9fe1f22d5efea395af98,SPA 1,Entonces quiero hornearlos y comerlos con mantequilla.,Entonces quiero [hornearlos]{hornearlas}<ga:fm:pron:inan> y [comerlos]{comerlas}<ga:fm:pron:inan> con mantequilla.,[comerlos]{comerlas}<ga:fm:pron:inan>,ga:fm:pron:inan,comerlas,comerlos,"['Entonces', 'quiero', 'hornearlas', 'y', 'comerlas', 'con', 'mantequilla', '.']","['Entonces', 'quiero', 'hornearlas', 'y', 'comerlos', 'con', 'mantequilla', '.']","[4, 13]",gender agreement,"[2, 11]",Entonces quiero hornearlas y comerlas con mantequilla.,Entonces quiero hornearlas y comerlos con mantequilla.
