,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
526,926,9c598be12eee4e7135e034090696e3ac02270a6027872482b476121ded61fd67,SPA 3,"Fui con mi amiga *FIRST_NAME*, y encontre *FIRST_NAME*, *FIRST_NAME*, y muchas amigas nueva!","Fui con mi amiga *FIRST_NAME*, y encontre []{a}<az:do:an> *FIRST_NAME*, []{a}<az:do:an> *FIRST_NAME*, y []{a}<az:do:an> muchas amigas nueva!",3,[]{a}<az:do:an>,1,az:do:an,a,,"['Fui', 'con', 'mi', 'amiga', '*', 'FIRST_NAME', '*', ',', 'y', 'encontre', 'a', '*', 'FIRST_NAME', '*', ',', 'a', '*', 'FIRST_NAME', '*', ',', 'y', 'a', 'muchas', 'amigas', 'nueva', '!']","[15, 42]",az:do,"['Fui', 'con', 'mi', 'amiga', '*', 'FIRST_NAME', '*', ',', 'y', 'encontre', 'a', '*', 'FIRST_NAME', '*', ',', '[NONE]', '*', 'FIRST_NAME', '*', ',', 'y', 'a', 'muchas', 'amigas', 'nueva', '!']",article,"Fui con mi amiga * FIRST_NAME * , y encontre a * FIRST_NAME * , [NONE] * FIRST_NAME * , y a muchas amigas nueva !","evidence words = [NONE], a
indexes = 15, 17"
526,926,9c598be12eee4e7135e034090696e3ac02270a6027872482b476121ded61fd67,SPA 3,"Fui con mi amiga *FIRST_NAME*, y encontre *FIRST_NAME*, *FIRST_NAME*, y muchas amigas nueva!","Fui con mi amiga *FIRST_NAME*, y encontre []{a}<az:do:an> *FIRST_NAME*, []{a}<az:do:an> *FIRST_NAME*, y []{a}<az:do:an> muchas amigas nueva!",3,[]{a}<az:do:an>,2,az:do:an,a,,"['Fui', 'con', 'mi', 'amiga', '*', 'FIRST_NAME', '*', ',', 'y', 'encontre', 'a', '*', 'FIRST_NAME', '*', ',', 'a', '*', 'FIRST_NAME', '*', ',', 'y', 'a', 'muchas', 'amigas', 'nueva', '!']","[21, 48]",az:do,"['Fui', 'con', 'mi', 'amiga', '*', 'FIRST_NAME', '*', ',', 'y', 'encontre', 'a', '*', 'FIRST_NAME', '*', ',', 'a', '*', 'FIRST_NAME', '*', ',', 'y', '[NONE]', 'muchas', 'amigas', 'nueva', '!']",article,"Fui con mi amiga * FIRST_NAME * , y encontre a * FIRST_NAME * , a * FIRST_NAME * , y [NONE] muchas amigas nueva !","evidence words = ""y"", ""muchas"", ""amigas"", ""nueva""
indexes = 21, 23, 24, 25"
530,936,ac34ee1bb4d62b7be9c77bae1de9de5624325f0486db5019780091b47f6fb8f0,SPA 1,me gusta visito mi abuelo y mi abulea también.,me gusta visito []{a}<az:do:an> mi abuelo y []{a}<az:do:an> mi abulea también.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['me', 'gusta', 'visito', 'a', 'mi', 'abuelo', 'y', 'a', 'mi', 'abulea', 'también', '.']","[3, 16]",az:do,"['me', 'gusta', 'visito', '[NONE]', 'mi', 'abuelo', 'y', 'a', 'mi', 'abulea', 'también', '.']",article,me gusta visito [NONE] mi abuelo y a mi abulea también .,"evidence words = me, gusta, visito, mi, abuelo
indexes = 0, 1, 2, 4, 5"
530,936,ac34ee1bb4d62b7be9c77bae1de9de5624325f0486db5019780091b47f6fb8f0,SPA 1,me gusta visito mi abuelo y mi abulea también.,me gusta visito []{a}<az:do:an> mi abuelo y []{a}<az:do:an> mi abulea también.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['me', 'gusta', 'visito', 'a', 'mi', 'abuelo', 'y', 'a', 'mi', 'abulea', 'también', '.']","[7, 20]",az:do,"['me', 'gusta', 'visito', 'a', 'mi', 'abuelo', 'y', '[NONE]', 'mi', 'abulea', 'también', '.']",article,me gusta visito a mi abuelo y [NONE] mi abulea también .,"evidence words = gusta, visito, a, [NONE], mi
indexes = 1, 2, 3, 6, 7"
531,937,644a985a157ba246a333f122b6aab4fd56ab32ee361c3381a5d697dcc7247cd7,SPA 2,"Traería a mis mejores amigos, mi hermana y mi novio.","Traería  mis mejores amigos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mi novio.",2,[]{a}<az:do:an>,0,az:do:an,a,,"['Traería', 'mis', 'mejores', 'amigos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mi', 'novio', '.']","[5, 19]",az:do,"['Traería', 'mis', 'mejores', 'amigos', ',', '[NONE]', 'mi', 'hermana', 'y', 'a', 'mi', 'novio', '.']",article,"Traería mis mejores amigos , [NONE] mi hermana y a mi novio .","evidence words = "","", ""a"", ""mi"", ""hermana"", ""y"", ""a"", ""mi"", ""novio""
indexes = 5, 7, 8, 9, 10, 11, 12, 13"
531,937,644a985a157ba246a333f122b6aab4fd56ab32ee361c3381a5d697dcc7247cd7,SPA 2,"Traería a mis mejores amigos, mi hermana y mi novio.","Traería  mis mejores amigos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mi novio.",2,[]{a}<az:do:an>,1,az:do:an,a,,"['Traería', 'mis', 'mejores', 'amigos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mi', 'novio', '.']","[9, 23]",az:do,"['Traería', 'mis', 'mejores', 'amigos', ',', 'a', 'mi', 'hermana', 'y', '[NONE]', 'mi', 'novio', '.']",article,"Traería mis mejores amigos , a mi hermana y [NONE] mi novio .","evidence words = [, a, NONE, a]
indexes = [5, 7, 10, 12]"
542,953,be3f95eeee018a61e596b23ff2d387aa55c560629b7a5ac2ede7431449f7a995,SPA 3,"Si pudiera tener mis vacaciones perfectas, traería mi mamá, mi papa, y mis dos hermanos.","Si pudiera tener mis vacaciones perfectas, traería []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi papa, y []{a}<az:do:an> mis dos hermanos.",3,[]{a}<az:do:an>,0,az:do:an,a,,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'papa', ',', 'y', 'a', 'mis', 'dos', 'hermanos', '.']","[8, 31]",az:do,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', '[NONE]', 'mi', 'mamá', ',', 'a', 'mi', 'papa', ',', 'y', 'a', 'mis', 'dos', 'hermanos', '.']",article,"Si pudiera tener mis vacaciones perfectas , traería [NONE] mi mamá , a mi papa , y a mis dos hermanos .","evidence words = ""traería"", ""[NONE]"", ""mi"", ""mamá""
indexes = 13, 14, 15, 16"
542,953,be3f95eeee018a61e596b23ff2d387aa55c560629b7a5ac2ede7431449f7a995,SPA 3,"Si pudiera tener mis vacaciones perfectas, traería mi mamá, mi papa, y mis dos hermanos.","Si pudiera tener mis vacaciones perfectas, traería []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi papa, y []{a}<az:do:an> mis dos hermanos.",3,[]{a}<az:do:an>,1,az:do:an,a,,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'papa', ',', 'y', 'a', 'mis', 'dos', 'hermanos', '.']","[12, 35]",az:do,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', 'a', 'mi', 'mamá', ',', '[NONE]', 'mi', 'papa', ',', 'y', 'a', 'mis', 'dos', 'hermanos', '.']",article,"Si pudiera tener mis vacaciones perfectas , traería a mi mamá , [NONE] mi papa , y a mis dos hermanos .","evidence words = [NONE], a, mi, papa
indexes = 13, 14, 15, 16"
542,953,be3f95eeee018a61e596b23ff2d387aa55c560629b7a5ac2ede7431449f7a995,SPA 3,"Si pudiera tener mis vacaciones perfectas, traería mi mamá, mi papa, y mis dos hermanos.","Si pudiera tener mis vacaciones perfectas, traería []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi papa, y []{a}<az:do:an> mis dos hermanos.",3,[]{a}<az:do:an>,2,az:do:an,a,,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'papa', ',', 'y', 'a', 'mis', 'dos', 'hermanos', '.']","[17, 40]",az:do,"['Si', 'pudiera', 'tener', 'mis', 'vacaciones', 'perfectas', ',', 'traería', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'papa', ',', 'y', '[NONE]', 'mis', 'dos', 'hermanos', '.']",article,"Si pudiera tener mis vacaciones perfectas , traería a mi mamá , a mi papa , y [NONE] mis dos hermanos .","evidence words = ""traería"", ""a"", ""mi"", ""mamá"", "","", ""a"", ""mi"", ""papa"", "","", ""[NONE]"", ""mis"", ""dos"", ""hermanos""
indexes = 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
563,978,1002a70cda60ae35bbab13ecbf3d99391de3362b147abda2622cd8d254f1da48,SPA 2,"Ella y su familia nadaron en agua muy bonita, montaron caballos en el bosque y la playa, montaron una tirolina entre de los arboles en el bosque, vieron muchos animales bonitas, y comieron mucha comida culturales.","Ella y su familia nadaron en agua muy bonita, montaron []{a}<az:do:an> caballos en el bosque y la playa, montaron una tirolina entre de los arboles en el bosque, vieron []{a}<az:do:an> muchos animales bonitas, y comieron mucha comida culturales.",2,[]{a}<az:do:an>,0,az:do:an,a,,"['Ella', 'y', 'su', 'familia', 'nadaron', 'en', 'agua', 'muy', 'bonita', ',', 'montaron', 'a', 'caballos', 'en', 'el', 'bosque', 'y', 'la', 'playa', ',', 'montaron', 'una', 'tirolina', 'entre', 'de', 'los', 'arboles', 'en', 'el', 'bosque', ',', 'vieron', 'a', 'muchos', 'animales', 'bonitas', ',', 'y', 'comieron', 'mucha', 'comida', 'culturales', '.']","[11, 55]",az:do,"['Ella', 'y', 'su', 'familia', 'nadaron', 'en', 'agua', 'muy', 'bonita', ',', 'montaron', '[NONE]', 'caballos', 'en', 'el', 'bosque', 'y', 'la', 'playa', ',', 'montaron', 'una', 'tirolina', 'entre', 'de', 'los', 'arboles', 'en', 'el', 'bosque', ',', 'vieron', 'a', 'muchos', 'animales', 'bonitas', ',', 'y', 'comieron', 'mucha', 'comida', 'culturales', '.']",article,"Ella y su familia nadaron en agua muy bonita , montaron [NONE] caballos en el bosque y la playa , montaron una tirolina entre de los arboles en el bosque , vieron a muchos animales bonitas , y comieron mucha comida culturales .","evidence words = [""montaron"", ""[NONE]"", ""caballos""], indexes = [11, 12, 13]"
563,978,1002a70cda60ae35bbab13ecbf3d99391de3362b147abda2622cd8d254f1da48,SPA 2,"Ella y su familia nadaron en agua muy bonita, montaron caballos en el bosque y la playa, montaron una tirolina entre de los arboles en el bosque, vieron muchos animales bonitas, y comieron mucha comida culturales.","Ella y su familia nadaron en agua muy bonita, montaron []{a}<az:do:an> caballos en el bosque y la playa, montaron una tirolina entre de los arboles en el bosque, vieron []{a}<az:do:an> muchos animales bonitas, y comieron mucha comida culturales.",2,[]{a}<az:do:an>,1,az:do:an,a,,"['Ella', 'y', 'su', 'familia', 'nadaron', 'en', 'agua', 'muy', 'bonita', ',', 'montaron', 'a', 'caballos', 'en', 'el', 'bosque', 'y', 'la', 'playa', ',', 'montaron', 'una', 'tirolina', 'entre', 'de', 'los', 'arboles', 'en', 'el', 'bosque', ',', 'vieron', 'a', 'muchos', 'animales', 'bonitas', ',', 'y', 'comieron', 'mucha', 'comida', 'culturales', '.']","[32, 76]",az:do,"['Ella', 'y', 'su', 'familia', 'nadaron', 'en', 'agua', 'muy', 'bonita', ',', 'montaron', 'a', 'caballos', 'en', 'el', 'bosque', 'y', 'la', 'playa', ',', 'montaron', 'una', 'tirolina', 'entre', 'de', 'los', 'arboles', 'en', 'el', 'bosque', ',', 'vieron', '[NONE]', 'muchos', 'animales', 'bonitas', ',', 'y', 'comieron', 'mucha', 'comida', 'culturales', '.']",article,"Ella y su familia nadaron en agua muy bonita , montaron a caballos en el bosque y la playa , montaron una tirolina entre de los arboles en el bosque , vieron [NONE] muchos animales bonitas , y comieron mucha comida culturales .","evidence words = [NONE], indexes = [44]"
571,990,6291916380a7faeca808d4cf8350fd69ea27ceebec686991dcf31e738aba7caa,SPA 2,"Yo vería los pájaros, las plantas, los flores, los animales, las personas de Hawaii, la playa, el mar, las pescados y casas muy interesante.","Yo vería []{a}<az:do:an> los pájaros, las plantas, los flores, []{a}<az:do:an> los animales, []{a}<az:do:an> las personas de Hawaii, la playa, el mar, []{a}<az:do:an> las pescados y casas muy interesante.",4,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']","[2, 39]",az:do,"['Yo', 'vería', '[NONE]', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']",article,"Yo vería [NONE] los pájaros , las plantas , los flores , a los animales , a las personas de Hawaii , la playa , el mar , a las pescados y casas muy interesante .","evidence words = [vería, los pájaros]
indexes = [1, 3]"
571,990,6291916380a7faeca808d4cf8350fd69ea27ceebec686991dcf31e738aba7caa,SPA 2,"Yo vería los pájaros, las plantas, los flores, los animales, las personas de Hawaii, la playa, el mar, las pescados y casas muy interesante.","Yo vería []{a}<az:do:an> los pájaros, las plantas, los flores, []{a}<az:do:an> los animales, []{a}<az:do:an> las personas de Hawaii, la playa, el mar, []{a}<az:do:an> las pescados y casas muy interesante.",4,[]{a}<az:do:an>,1,az:do:an,a,,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']","[12, 49]",az:do,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', '[NONE]', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']",article,"Yo vería a los pájaros , las plantas , los flores , [NONE] los animales , a las personas de Hawaii , la playa , el mar , a las pescados y casas muy interesante .","evidence words = vería, a, los, animales, a, las, personas
indexes = 1, 2, 4, 6, 8, 9, 11"
571,990,6291916380a7faeca808d4cf8350fd69ea27ceebec686991dcf31e738aba7caa,SPA 2,"Yo vería los pájaros, las plantas, los flores, los animales, las personas de Hawaii, la playa, el mar, las pescados y casas muy interesante.","Yo vería []{a}<az:do:an> los pájaros, las plantas, los flores, []{a}<az:do:an> los animales, []{a}<az:do:an> las personas de Hawaii, la playa, el mar, []{a}<az:do:an> las pescados y casas muy interesante.",4,[]{a}<az:do:an>,2,az:do:an,a,,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']","[16, 53]",az:do,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', '[NONE]', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']",article,"Yo vería a los pájaros , las plantas , los flores , a los animales , [NONE] las personas de Hawaii , la playa , el mar , a las pescados y casas muy interesante .","evidence words = vería, a, los, personas, de, Hawaii, a, las, pescados
indexes = 1, 2, 3, 16, 17, 18, 19, 20, 21"
571,990,6291916380a7faeca808d4cf8350fd69ea27ceebec686991dcf31e738aba7caa,SPA 2,"Yo vería los pájaros, las plantas, los flores, los animales, las personas de Hawaii, la playa, el mar, las pescados y casas muy interesante.","Yo vería []{a}<az:do:an> los pájaros, las plantas, los flores, []{a}<az:do:an> los animales, []{a}<az:do:an> las personas de Hawaii, la playa, el mar, []{a}<az:do:an> las pescados y casas muy interesante.",4,[]{a}<az:do:an>,3,az:do:an,a,,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', 'a', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']","[28, 65]",az:do,"['Yo', 'vería', 'a', 'los', 'pájaros', ',', 'las', 'plantas', ',', 'los', 'flores', ',', 'a', 'los', 'animales', ',', 'a', 'las', 'personas', 'de', 'Hawaii', ',', 'la', 'playa', ',', 'el', 'mar', ',', '[NONE]', 'las', 'pescados', 'y', 'casas', 'muy', 'interesante', '.']",article,"Yo vería a los pájaros , las plantas , los flores , a los animales , a las personas de Hawaii , la playa , el mar , [NONE] las pescados y casas muy interesante .","evidence words = [NONE], las, pescados
indexes = 20, 21, 22"
627,1081,a344d375871772b542d319cd517c718348d88f2e2259175c4cc0888d0a0cccae,SPA 3,"Luego voy a llamar mi mamá, mi hermana, mi abuela.","Luego voy a llamar []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi hermana, []{a}<az:do:an> mi abuela.",3,[]{a}<az:do:an>,0,az:do:an,a,,"['Luego', 'voy', 'a', 'llamar', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'hermana', ',', 'a', 'mi', 'abuela', '.']","[4, 21]",az:do,"['Luego', 'voy', 'a', 'llamar', '[NONE]', 'mi', 'mamá', ',', 'a', 'mi', 'hermana', ',', 'a', 'mi', 'abuela', '.']",article,"Luego voy a llamar [NONE] mi mamá , a mi hermana , a mi abuela .","evidence words = Luego, voy, a, llamar, a, mi, mamá, ,, a, mi, hermana, ,, a, mi, abuela, .
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
627,1081,a344d375871772b542d319cd517c718348d88f2e2259175c4cc0888d0a0cccae,SPA 3,"Luego voy a llamar mi mamá, mi hermana, mi abuela.","Luego voy a llamar []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi hermana, []{a}<az:do:an> mi abuela.",3,[]{a}<az:do:an>,1,az:do:an,a,,"['Luego', 'voy', 'a', 'llamar', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'hermana', ',', 'a', 'mi', 'abuela', '.']","[8, 25]",az:do,"['Luego', 'voy', 'a', 'llamar', 'a', 'mi', 'mamá', ',', '[NONE]', 'mi', 'hermana', ',', 'a', 'mi', 'abuela', '.']",article,"Luego voy a llamar a mi mamá , [NONE] mi hermana , a mi abuela .","evidence words = Luego, voy, a, llamar, a, mi, mamá, ,, a, mi, hermana, ,, a, mi, abuela
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16"
627,1081,a344d375871772b542d319cd517c718348d88f2e2259175c4cc0888d0a0cccae,SPA 3,"Luego voy a llamar mi mamá, mi hermana, mi abuela.","Luego voy a llamar []{a}<az:do:an> mi mamá, []{a}<az:do:an> mi hermana, []{a}<az:do:an> mi abuela.",3,[]{a}<az:do:an>,2,az:do:an,a,,"['Luego', 'voy', 'a', 'llamar', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'hermana', ',', 'a', 'mi', 'abuela', '.']","[12, 29]",az:do,"['Luego', 'voy', 'a', 'llamar', 'a', 'mi', 'mamá', ',', 'a', 'mi', 'hermana', ',', '[NONE]', 'mi', 'abuela', '.']",article,"Luego voy a llamar a mi mamá , a mi hermana , [NONE] mi abuela .","evidence words = Luego, voy, a, llamar, a, mi, mamá, ,, a, mi, hermana, ,, [NONE], mi, abuela, .
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15."
664,1131,0e768040d89be5d2563b4a1f2d000dc92eb6b2bc2ac52086a9763795e7578a17,SPA 1,Este verano yo voy a Singapur para ver a mis primos y sus hijos y mi abuela.,Este verano yo voy a Singapur para ver  mis primos y []{a}<az:do:an> sus hijos y []{a}<az:do:an> mi abuela.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['Este', 'verano', 'yo', 'voy', 'a', 'Singapur', 'para', 'ver', 'mis', 'primos', 'y', 'a', 'sus', 'hijos', 'y', 'a', 'mi', 'abuela', '.']","[11, 31]",az:do,"['Este', 'verano', 'yo', 'voy', 'a', 'Singapur', 'para', 'ver', 'mis', 'primos', 'y', '[NONE]', 'sus', 'hijos', 'y', 'a', 'mi', 'abuela', '.']",article,Este verano yo voy a Singapur para ver mis primos y [NONE] sus hijos y a mi abuela .,"evidence words = yo, voy, a, Singapur, para, ver, mis, primos, y, [NONE], sus, hijos, y, a, mi, abuela
indexes = 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
664,1131,0e768040d89be5d2563b4a1f2d000dc92eb6b2bc2ac52086a9763795e7578a17,SPA 1,Este verano yo voy a Singapur para ver a mis primos y sus hijos y mi abuela.,Este verano yo voy a Singapur para ver  mis primos y []{a}<az:do:an> sus hijos y []{a}<az:do:an> mi abuela.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['Este', 'verano', 'yo', 'voy', 'a', 'Singapur', 'para', 'ver', 'mis', 'primos', 'y', 'a', 'sus', 'hijos', 'y', 'a', 'mi', 'abuela', '.']","[15, 35]",az:do,"['Este', 'verano', 'yo', 'voy', 'a', 'Singapur', 'para', 'ver', 'mis', 'primos', 'y', 'a', 'sus', 'hijos', 'y', '[NONE]', 'mi', 'abuela', '.']",article,Este verano yo voy a Singapur para ver mis primos y a sus hijos y [NONE] mi abuela .,"evidence words = Este, voy, a, Singapur, para, ver, y, a, sus, hijos, y, [NONE], mi, abuela
indexes = 0, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 17, 18"
719,1198,94acf628361ec20601a3028d3ad9b4777f8e20540e66f96f61aaa858eee03c52,SPA 1,"Yo traigo mi novio, los padres, la hermana mayor, y perro pequeno.","Yo traigo []{a}<az:do:an> mi novio, []{a}<az:do:an> los padres, []{a}<az:do:an> la hermana mayor, y []{a}<az:do:an> perro pequeno.",4,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']","[2, 23]",az:do,"['Yo', 'traigo', '[NONE]', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']",article,"Yo traigo [NONE] mi novio , a los padres , a la hermana mayor , y a perro pequeno .","evidence words = ""traigo"", ""[NONE]"", ""mi"", ""novio""
indexes = 1, 2, 3, 4"
719,1198,94acf628361ec20601a3028d3ad9b4777f8e20540e66f96f61aaa858eee03c52,SPA 1,"Yo traigo mi novio, los padres, la hermana mayor, y perro pequeno.","Yo traigo []{a}<az:do:an> mi novio, []{a}<az:do:an> los padres, []{a}<az:do:an> la hermana mayor, y []{a}<az:do:an> perro pequeno.",4,[]{a}<az:do:an>,1,az:do:an,a,,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']","[6, 27]",az:do,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', '[NONE]', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']",article,"Yo traigo a mi novio , [NONE] los padres , a la hermana mayor , y a perro pequeno .","evidence words = traigo, a, novio, [, NONE, ], los, padres, a, la, hermana, mayor, y, a, perro, pequeno
indexes = 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18"
719,1198,94acf628361ec20601a3028d3ad9b4777f8e20540e66f96f61aaa858eee03c52,SPA 1,"Yo traigo mi novio, los padres, la hermana mayor, y perro pequeno.","Yo traigo []{a}<az:do:an> mi novio, []{a}<az:do:an> los padres, []{a}<az:do:an> la hermana mayor, y []{a}<az:do:an> perro pequeno.",4,[]{a}<az:do:an>,2,az:do:an,a,,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']","[10, 31]",az:do,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', '[NONE]', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']",article,"Yo traigo a mi novio , a los padres , [NONE] la hermana mayor , y a perro pequeno .","evidence words = [NONE], hermana, la
indexes = 13, 15, 16"
719,1198,94acf628361ec20601a3028d3ad9b4777f8e20540e66f96f61aaa858eee03c52,SPA 1,"Yo traigo mi novio, los padres, la hermana mayor, y perro pequeno.","Yo traigo []{a}<az:do:an> mi novio, []{a}<az:do:an> los padres, []{a}<az:do:an> la hermana mayor, y []{a}<az:do:an> perro pequeno.",4,[]{a}<az:do:an>,3,az:do:an,a,,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', 'a', 'perro', 'pequeno', '.']","[16, 37]",az:do,"['Yo', 'traigo', 'a', 'mi', 'novio', ',', 'a', 'los', 'padres', ',', 'a', 'la', 'hermana', 'mayor', ',', 'y', '[NONE]', 'perro', 'pequeno', '.']",article,"Yo traigo a mi novio , a los padres , a la hermana mayor , y [NONE] perro pequeno .","evidence words = Yo, traigo, a, mi, novio, ,, a, los, padres, ,, a, la, hermana, mayor, ,, y, [NONE], perro, pequeno, .
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
721,1200,14b19a2d7b33e5640654c6f79bf45b75c49a9febd567a74f2e5ec0a8cd33254e,SPA 1,Por vacasiones me gust ir a casa en mi pais y visitar mi familia y mis amigas.,Por vacasiones me gust ir a casa en mi pais y visitar []{a}<az:do:an> mi familia y []{a}<az:do:an> mis amigas.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['Por', 'vacasiones', 'me', 'gust', 'ir', 'a', 'casa', 'en', 'mi', 'pais', 'y', 'visitar', 'a', 'mi', 'familia', 'y', 'a', 'mis', 'amigas', '.']","[12, 33]",az:do,"['Por', 'vacasiones', 'me', 'gust', 'ir', 'a', 'casa', 'en', 'mi', 'pais', 'y', 'visitar', '[NONE]', 'mi', 'familia', 'y', 'a', 'mis', 'amigas', '.']",article,Por vacasiones me gust ir a casa en mi pais y visitar [NONE] mi familia y a mis amigas .,"evidence words = Por, vacasiones, me, gust, ir, a, casa, en, mi, pais, y, visitar, [NONE], mi, familia, y, a, mis, amigas
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
